,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Size,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
3448,2,715.0692,0.047524635,17.6,13,1,0,False,True,False,False
3449,3,1964.7758,0.079776075,6.135,13,1,0,False,True,False,False
3450,2,1262.3568,0.023988387,19.6,21,2,1,False,True,False,False
3451,3,2302.3364,0.011563024,12.1,18,1,0,False,True,False,False
3452,3,1109.2228,0.089703476,14.5,33,0,2,False,True,False,False
3453,4,2561.9984,0.06893834,8.96,23,2,0,False,True,False,False
3454,3,4426.2384,0.169667145,20.7,33,0,2,False,True,False,False
3455,3,2246.4092,0.017814518,7.145,21,2,1,False,True,False,False
3456,4,4133.2864,0.027399064,9.6,18,1,0,False,True,False,False
3457,3,3978.155,0.097398254,14.5,18,1,0,False,True,False,False
3458,4,460.7336,0.232072674,9.5,35,2,0,True,False,False,False
3459,1,918.804,0.039723999,18.85,18,1,0,False,True,False,False
3460,4,1965.4416,0.05843112,13.8,13,1,0,False,True,False,False
3461,4,1022.6688,0.030990354,20.35,18,1,0,False,True,False,False
3462,3,4492.8184,0.108689606,20.75,16,1,0,False,True,False,False
3463,2,1523.3504,0.038721734,8.185,16,1,0,False,True,False,False
3464,4,1414.1592,0.103664897,9.395,33,0,2,False,True,False,False
3465,4,1518.024,0.082367244,7.39,21,2,1,False,True,False,False
3466,3,2816.334,0.105282932,16.75,11,0,1,False,False,True,False
3467,1,506.008,0.141406394,9.8,13,1,0,False,True,False,False
3468,2,1761.7068,0.071516201,15.0,18,1,0,False,True,False,False
3469,1,186.424,0.012198395,6.215,11,0,1,False,False,True,False
3470,3,3187.8504,0.132248069,11.65,13,1,0,False,True,False,False
3471,2,2153.1972,0.034445116,5.51,33,0,2,False,True,False,False
3472,2,824.9262,0.088543868,7.72,18,1,0,False,True,False,False
3473,2,772.328,0.016979063,16.35,33,0,2,False,True,False,False
3474,2,755.0172,0.304859104,9.1,35,2,0,True,False,False,False
3475,4,4633.968,0.056825065,13.8,33,0,2,False,True,False,False
3476,4,2956.152,0.1175683,4.905,18,1,0,False,True,False,False
3477,4,1964.11,0.090562192,16.35,23,2,0,False,True,False,False
3478,2,3150.5656,0.019423232,21.25,23,2,0,False,True,False,False
3479,1,645.1602,0.078489577,15.85,33,0,2,False,True,False,False
3480,2,1428.141,0.054706408,8.6,11,0,1,False,False,True,False
3481,3,1821.6288,0.051804278,9.13,33,0,2,False,True,False,False
3482,3,5500.8396,0.012215675,18.25,35,0,1,False,False,False,True
3483,2,223.7088,0.019117392,11.65,35,2,0,True,False,False,False
3484,3,303.6048,0.090778148,9.13,35,2,0,True,False,False,False
3485,1,666.4658,0.027047774,10.895,23,2,0,False,True,False,False
3486,4,1337.5922,0.043874493,9.3,18,1,0,False,True,False,False
3487,2,1158.492,0.011603492,17.7,33,0,2,False,True,False,False
3488,2,420.7856,0.291826616,9.3,22,0,0,True,False,False,False
3489,2,1789.6704,0.034350673,4.555,16,1,0,False,True,False,False
3490,4,1687.1372,0.183686937,19.2,13,1,0,False,True,False,False
3491,2,2109.2544,0.107714834,6.75,35,0,1,False,False,False,True
3492,3,3894.93,0.146299902,17.35,23,2,0,False,True,False,False
3493,2,535.969,0.123531974,12.65,11,0,1,False,False,True,False
3494,4,6972.2576,0.030311951,8.0,21,2,1,False,True,False,False
3495,3,2918.8672,0.087986599,17.7,18,1,0,False,True,False,False
3496,4,2366.919,0.019590769,14.85,11,0,1,False,False,True,False
3497,4,225.0404,0.242768664,12.15,22,0,0,True,False,False,False
3498,4,6458.26,0.067064128,15.1,16,1,0,False,True,False,False
3499,2,3205.1612,0.087630566,12.6,18,1,0,False,True,False,False
3500,1,1042.6428,0.075721301,16.75,16,1,0,False,True,False,False
3501,4,5145.3024,0.049719026,10.8,23,2,0,False,True,False,False
3502,1,948.765,0.065932087,20.2,23,2,0,False,True,False,False
3503,2,4255.7936,0.037505332,15.6,35,0,1,False,False,False,True
3504,4,4122.6336,0.092282353,15.2,13,1,0,False,True,False,False
3505,3,459.402,0.01532563,7.315,21,2,1,False,True,False,False
3506,2,1384.1982,0.047996608,16.1,11,0,1,False,False,True,False
3507,3,288.9572,0.052040539,14.0,35,2,0,True,False,False,False
3508,4,4579.3724,0.097629611,17.75,33,0,2,False,True,False,False
3509,4,2460.7968,0.057221177,17.2,11,0,1,False,False,True,False
3510,3,348.8792,0.045308629,6.635,22,0,0,True,False,False,False
3511,1,85.8882,0.158096128,6.525,35,2,0,True,False,False,False
3512,2,3983.4814,0.055127499,7.52,23,2,0,False,True,False,False
3513,2,599.22,0.025842905,12.15,33,0,2,False,True,False,False
3514,2,1113.2176,0.122802943,9.195,11,0,1,False,False,True,False
3515,2,3866.9664,0.039370913,20.85,35,0,1,False,False,False,True
3516,4,4633.968,0.096411426,6.57,35,0,1,False,False,False,True
3517,1,1071.938,0.16871476,12.85,21,2,1,False,True,False,False
3518,3,4202.5296,0.082353076,12.6,35,0,1,False,False,False,True
3519,2,2087.283,0.026830586,7.31,21,2,1,False,True,False,False
3520,2,1208.427,0.183260221,18.25,16,1,0,False,True,False,False
3521,4,4649.9472,0.027386122,9.6,21,2,1,False,True,False,False
3522,4,1707.777,0.0,10.3,16,1,0,False,True,False,False
3523,2,545.956,0.0,16.7,11,0,1,False,False,True,False
3524,2,2388.8904,0.105287746,11.15,16,1,0,False,True,False,False
3525,1,410.1328,0.0,11.85,16,1,0,False,True,False,False
3526,1,473.3838,0.05616476,12.6,21,2,1,False,True,False,False
3527,1,932.12,0.0,7.855,23,2,0,False,True,False,False
3528,3,3872.9586,0.092150005,18.35,33,0,2,False,True,False,False
3529,3,5546.114,0.01938106,14.5,35,0,1,False,False,False,True
3530,2,1771.028,0.071534226,12.5,11,0,1,False,False,True,False
3531,4,755.0172,0.113497001,17.25,16,1,0,False,True,False,False
3532,1,2220.443,0.030121709,12.1,16,1,0,False,True,False,False
3533,1,1090.5804,0.065051586,16.0,16,1,0,False,True,False,False
3534,4,1877.556,0.029538509,5.94,13,1,0,False,True,False,False
3535,4,2994.7684,0.015976249,13.65,11,0,1,False,False,True,False
3536,4,5452.902,0.098622378,8.88,23,2,0,False,True,False,False
3537,2,542.627,0.062885197,11.5,22,0,0,True,False,False,False
3538,1,857.5504,0.162461219,7.855,13,1,0,False,True,False,False
3539,2,1238.388,0.112840108,8.85,21,2,1,False,True,False,False
3540,1,110.5228,0.298205272,14.65,35,2,0,True,False,False,False
3541,3,5522.811,0.043902087,13.6,13,1,0,False,True,False,False
3542,4,5512.824,0.018797945,8.27,33,0,2,False,True,False,False
3543,3,4815.0656,0.0,13.35,35,0,1,False,False,False,True
3544,4,4414.9198,0.060017128,9.895,33,0,2,False,True,False,False
3545,4,1106.5596,0.16147714,18.35,35,2,0,True,False,False,False
3546,2,1054.6272,0.033944698,18.5,23,2,0,False,True,False,False
3547,2,1284.994,0.020803054,21.1,11,0,1,False,False,True,False
3548,2,1780.3492,0.08816538,6.65,13,1,0,False,True,False,False
3549,2,1977.426,0.034082974,18.5,11,0,1,False,False,True,False
3550,3,3056.022,0.016745264,12.1,35,0,1,False,False,False,True
3551,1,2352.9372,0.083009876,13.0,18,1,0,False,True,False,False
3552,4,5195.2374,0.014721719,20.25,35,0,1,False,False,False,True
3553,2,731.0484,0.046375227,15.0,23,2,0,False,True,False,False
3554,3,1050.6324,0.037639672,13.1,21,2,1,False,True,False,False
3555,3,2101.2648,0.04500603,11.1,11,0,1,False,False,True,False
3556,2,203.7348,0.013711274,16.75,22,0,0,True,False,False,False
3557,2,2432.8332,0.032009653,7.655,18,1,0,False,True,False,False
3558,3,3739.1328,0.026424424,10.5,18,1,0,False,True,False,False
3559,1,199.74,0.134870732,8.1,11,0,1,False,False,True,False
3560,3,1977.426,0.045295529,15.7,18,1,0,False,True,False,False
3561,3,5728.5432,0.097750937,14.5,13,1,0,False,True,False,False
3562,2,1398.8458,0.05089667,17.7,33,0,2,False,True,False,False
3563,1,801.6232,0.052312034,7.36,23,2,0,False,True,False,False
3564,4,1667.1632,0.010363586,18.75,16,1,0,False,True,False,False
3565,1,644.4944,0.012254429,18.2,11,0,1,False,False,True,False
3566,3,3323.0078,0.107223632,5.46,21,2,1,False,True,False,False
3567,4,3350.3056,0.101335811,15.5,13,1,0,False,True,False,False
3568,1,540.6296,0.098993139,12.85,23,2,0,False,True,False,False
3569,1,2006.0554,0.026760329,15.25,13,1,0,False,True,False,False
3570,2,1298.31,0.054594957,8.6,18,1,0,False,True,False,False
3571,4,2466.789,0.082170947,7.39,33,0,2,False,True,False,False
3572,3,2407.5328,0.173821519,9.035,18,1,0,False,True,False,False
3573,3,1518.024,0.131708682,11.65,21,2,1,False,True,False,False
3574,3,1867.569,0.027594064,15.7,33,0,2,False,True,False,False
3575,2,2725.7852,0.12470444,18.0,18,1,0,False,True,False,False
3576,4,4554.072,0.052247806,12.3,35,0,1,False,False,False,True
3577,4,3835.008,0.030559583,17.75,11,0,1,False,False,True,False
3578,2,2528.7084,0.046903482,17.1,18,1,0,False,True,False,False
3579,1,758.3462,0.163096139,18.2,23,2,0,False,True,False,False
3580,4,1402.1748,0.0,20.35,18,1,0,False,True,False,False
3581,2,1006.6896,0.081103929,15.6,23,2,0,False,True,False,False
3582,1,918.804,0.071743629,13.3,11,0,1,False,False,True,False
3583,4,5660.6316,0.035731825,6.71,11,0,1,False,False,True,False
3584,4,6851.082,0.119131749,15.0,18,1,0,False,True,False,False
3585,1,1448.7808,0.037217847,5.175,35,0,1,False,False,False,True
3586,1,99.87,0.038559926,9.105,18,1,0,False,True,False,False
3587,1,986.7156,0.054238448,11.8,21,2,1,False,True,False,False
3588,2,1733.7432,0.075856062,12.0,11,0,1,False,False,True,False
3589,1,265.6542,0.048957533,20.7,11,0,1,False,False,True,False
3590,4,6641.355,0.059160135,10.3,13,1,0,False,True,False,False
3591,1,527.3136,0.041536962,19.6,33,0,2,False,True,False,False
3592,4,2510.066,0.0,6.89,21,2,1,False,True,False,False
3593,4,3678.545,0.070297175,16.7,18,1,0,False,True,False,False
3594,3,1926.1594,0.044984874,13.0,23,2,0,False,True,False,False
3595,4,5331.7264,0.167155198,10.1,23,2,0,False,True,False,False
3596,2,2826.9868,0.142986863,15.6,33,0,2,False,True,False,False
3597,3,2759.0752,0.0,7.97,18,1,0,False,True,False,False
3598,1,218.3824,0.162856593,8.97,35,2,0,True,False,False,False
3599,2,1808.3128,0.0,5.945,13,1,0,False,True,False,False
3600,4,3271.7412,0.014885998,20.35,11,0,1,False,False,True,False
3601,2,2527.3768,0.128816212,13.5,23,2,0,False,True,False,False
3602,1,856.8846,0.029680868,6.71,11,0,1,False,False,True,False
3603,3,330.2368,0.036360676,12.15,22,0,0,True,False,False,False
3604,1,1458.102,0.016582833,17.7,33,0,2,False,True,False,False
3605,4,4456.1994,0.112316501,20.5,33,0,2,False,True,False,False
3606,4,4673.916,0.096653315,19.1,33,0,2,False,True,False,False
3607,4,1924.162,0.021984639,12.3,13,1,0,False,True,False,False
3608,1,302.939,0.143351652,8.905,21,2,1,False,True,False,False
3609,1,209.727,0.041482394,14.5,13,1,0,False,True,False,False
3610,4,1904.188,0.040069806,8.365,13,1,0,False,True,False,False
3611,2,2004.058,0.052239735,8.51,13,1,0,False,True,False,False
3612,3,3149.234,0.015149955,6.38,33,0,2,False,True,False,False
3613,4,3297.7074,0.09370568,19.6,35,0,1,False,False,False,True
3614,2,1488.7288,0.052401766,16.7,16,1,0,False,True,False,False
3615,4,460.7336,0.063121982,10.0,33,0,2,False,True,False,False
3616,3,2897.5616,0.058946687,14.5,18,1,0,False,True,False,False
3617,1,591.2304,0.171245426,14.65,33,0,2,False,True,False,False
3618,1,918.804,0.134057426,7.63,35,0,1,False,False,False,True
3619,3,1808.9786,0.050368454,11.85,13,1,0,False,True,False,False
3620,2,2812.3392,0.026986367,19.0,23,2,0,False,True,False,False
3621,1,1165.15,0.120543611,6.36,23,2,0,False,True,False,False
3622,1,711.0744,0.036037952,18.85,23,2,0,False,True,False,False
3623,3,2972.1312,0.006725388,9.6,11,0,1,False,False,True,False
3624,3,1605.9096,0.034940979,5.94,21,2,1,False,True,False,False
3625,4,1323.6104,0.094219593,13.5,23,2,0,False,True,False,False
3626,2,351.5424,0.048004263,10.85,22,0,0,True,False,False,False
3627,3,2197.14,0.066164431,15.15,16,1,0,False,True,False,False
3628,1,804.9522,0.0,15.6,11,0,1,False,False,True,False
3629,2,2105.2596,0.0,5.15,13,1,0,False,True,False,False
3630,4,3068.0064,0.030975716,20.35,21,2,1,False,True,False,False
3631,4,5400.9696,0.039101813,8.895,21,2,1,False,True,False,False
3632,3,1102.5648,0.010039493,21.25,11,0,1,False,False,True,False
3633,4,2956.152,0.117308165,4.905,16,1,0,False,True,False,False
3634,2,1601.249,0.009641375,10.895,18,1,0,False,True,False,False
3635,4,759.012,0.113212516,12.15,35,2,0,True,False,False,False
3636,3,6338.416,0.067490036,17.75,16,1,0,False,True,False,False
3637,1,1166.4816,0.037573095,6.8,18,1,0,False,True,False,False
3638,3,4595.3516,0.031219108,10.395,16,1,0,False,True,False,False
3639,4,390.1588,0.032606181,14.8,22,0,0,True,False,False,False
3640,1,778.986,0.0,13.5,11,0,1,False,False,True,False
3641,3,2544.6876,0.106731895,16.0,16,1,0,False,True,False,False
3642,4,4474.176,0.0112259,17.85,33,0,2,False,True,False,False
3643,2,3289.052,0.026355345,18.7,18,1,0,False,True,False,False
3644,3,2059.9852,0.01548171,18.0,18,1,0,False,True,False,False
3645,2,852.8898,0.045465958,8.785,35,2,0,True,False,False,False
3646,3,4258.4568,0.041857101,5.26,18,1,0,False,True,False,False
3647,2,1534.0032,0.0,6.175,18,1,0,False,True,False,False
3648,3,3257.7594,0.151159243,5.86,18,1,0,False,True,False,False
3649,4,5681.2714,0.056161529,11.3,35,0,1,False,False,False,True
3650,3,1765.0358,0.142419608,10.5,33,0,2,False,True,False,False
3651,2,2763.07,0.031410378,9.5,11,0,1,False,False,True,False
3652,1,2940.1728,0.077790204,16.25,35,0,1,False,False,False,True
3653,3,2854.9504,0.014166739,11.8,13,1,0,False,True,False,False
3654,1,1238.388,0.110215444,12.5,18,1,0,False,True,False,False
3655,2,1928.1568,0.016679143,19.35,11,0,1,False,False,True,False
3656,4,2749.754,0.117339056,20.2,16,1,0,False,True,False,False
3657,2,2739.1012,0.112227747,20.2,33,0,2,False,True,False,False
3658,2,5093.37,0.062724117,16.2,35,0,1,False,False,False,True
3659,1,972.068,0.037555348,6.8,21,2,1,False,True,False,False
3660,1,559.272,0.112349962,15.2,35,0,1,False,False,False,True
3661,2,4952.8862,0.093217569,7.07,35,0,1,False,False,False,True
3662,3,3621.2862,0.177661246,8.43,16,1,0,False,True,False,False
3663,1,774.9912,0.11184963,9.3,13,1,0,False,True,False,False
3664,1,1318.284,0.06321435,11.35,16,1,0,False,True,False,False
3665,1,918.804,0.077892365,20.1,13,1,0,False,True,False,False
3666,1,101.2016,0.051564827,11.35,22,0,0,True,False,False,False
3667,4,7350.432,0.070349402,18.7,35,0,1,False,False,False,True
3668,2,1390.1904,0.024521239,9.8,13,1,0,False,True,False,False
3669,1,1312.9576,0.021447102,20.35,13,1,0,False,True,False,False
3670,4,6507.5292,0.026059557,18.2,16,1,0,False,True,False,False
3671,2,2036.6822,0.015301418,18.35,16,1,0,False,True,False,False
3672,3,3595.32,0.0,12.1,18,1,0,False,True,False,False
3673,3,2460.7968,0.060615254,10.695,33,0,2,False,True,False,False
3674,3,4560.73,0.066459891,9.3,35,0,1,False,False,False,True
3675,1,543.2928,0.076876046,11.8,18,1,0,False,True,False,False
3676,4,2384.8956,0.14215211,13.8,13,1,0,False,True,False,False
3677,1,543.2928,0.058632705,15.0,11,0,1,False,False,True,False
3678,2,3135.918,0.024541277,5.63,23,2,0,False,True,False,False
3679,2,2695.1584,0.030992735,7.55,21,2,1,False,True,False,False
3680,1,1007.3554,0.036241797,18.85,13,1,0,False,True,False,False
3681,1,1518.024,0.038398937,7.22,18,1,0,False,True,False,False
3682,4,2556.672,0.011258035,17.85,18,1,0,False,True,False,False
3683,3,3528.74,0.072511335,8.895,21,2,1,False,True,False,False
3684,1,163.7868,0.101689151,19.25,33,0,2,False,True,False,False
3685,4,2712.4692,0.066625843,11.3,33,0,2,False,True,False,False
3686,2,1058.622,0.162242617,10.85,23,2,0,False,True,False,False
3687,4,4933.578,0.0,5.0,18,1,0,False,True,False,False
3688,2,1454.1072,0.0,20.0,33,0,2,False,True,False,False
3689,1,671.1264,0.044008347,16.2,35,0,1,False,False,False,True
3690,4,4757.8068,0.025867353,10.0,21,2,1,False,True,False,False
3691,1,146.476,0.016476619,12.3,35,2,0,True,False,False,False
3692,4,3529.4058,0.031095246,8.63,23,2,0,False,True,False,False
3693,2,2390.8878,0.0,9.1,13,1,0,False,True,False,False
3694,1,438.0964,0.038422076,6.92,33,0,2,False,True,False,False
3695,4,229.701,0.061155983,6.86,22,0,0,True,False,False,False
3696,1,439.428,0.08131178,20.0,16,1,0,False,True,False,False
3697,1,2529.3742,0.125756824,14.1,16,1,0,False,True,False,False
3698,1,209.727,0.05661033,17.6,13,1,0,False,True,False,False
3699,1,415.4592,0.073709686,17.75,11,0,1,False,False,True,False
3700,4,3795.06,0.040432954,8.6,13,1,0,False,True,False,False
3701,2,1970.768,0.046749112,7.27,11,0,1,False,False,True,False
3702,1,48.6034,0.062762374,6.8,22,0,0,True,False,False,False
3703,3,4904.2828,0.045542628,15.6,35,0,1,False,False,False,True
3704,2,820.2656,0.041346469,6.935,21,2,1,False,True,False,False
3705,3,1235.059,0.036903419,6.69,16,1,0,False,True,False,False
3706,4,4452.8704,0.075084457,8.895,35,0,1,False,False,False,True
3707,1,810.9444,0.026735372,12.35,18,1,0,False,True,False,False
3708,2,683.1108,0.172453254,15.6,33,0,2,False,True,False,False
3709,4,8063.5038,0.035666655,6.865,35,0,1,False,False,False,True
3710,3,2451.4756,0.037581243,13.1,23,2,0,False,True,False,False
3711,2,1619.2256,0.122202946,9.195,33,0,2,False,True,False,False
3712,2,423.4488,0.056921876,11.15,16,1,0,False,True,False,False
3713,3,1984.7498,0.063319379,16.1,16,1,0,False,True,False,False
3714,4,5299.768,0.124402507,6.465,33,0,2,False,True,False,False
3715,3,320.9156,0.108879177,20.75,21,2,1,False,True,False,False
3716,2,2548.6824,0.032125561,7.655,13,1,0,False,True,False,False
3717,4,1950.794,0.076097073,20.25,33,0,2,False,True,False,False
3718,4,2492.7552,0.052766297,18.75,33,0,2,False,True,False,False
3719,1,1038.648,0.020601791,11.5,21,2,1,False,True,False,False
3720,4,7580.133,0.036360386,6.86,35,0,1,False,False,False,True
3721,3,3383.5956,0.140571971,6.035,35,0,1,False,False,False,True
3722,2,1837.608,0.05074138,7.5,16,1,0,False,True,False,False
3723,4,4580.704,0.015997687,17.0,18,1,0,False,True,False,False
3724,3,5000.8238,0.033018559,12.85,35,0,1,False,False,False,True
3725,3,4781.7756,0.022703693,6.03,23,2,0,False,True,False,False
3726,3,4821.7236,0.013431109,10.5,35,0,1,False,False,False,True
3727,4,1896.1984,0.0,15.0,21,2,1,False,True,False,False
3728,2,2281.6966,0.023876985,18.75,21,2,1,False,True,False,False
3729,4,3408.896,0.011281018,17.85,11,0,1,False,False,True,False
3730,2,1822.2946,0.015328106,18.35,21,2,1,False,True,False,False
3731,1,515.3292,0.094488071,18.35,18,1,0,False,True,False,False
3732,1,173.108,0.047897663,19.6,23,2,0,False,True,False,False
3733,4,569.259,0.081841136,7.39,35,0,1,False,False,False,True
3734,4,2878.2534,0.072212787,14.65,18,1,0,False,True,False,False
3735,4,1162.4868,0.049505857,21.0,11,0,1,False,False,True,False
3736,1,669.129,0.02981155,9.6,13,1,0,False,True,False,False
3737,3,2326.971,0.058181585,17.6,21,2,1,False,True,False,False
3738,3,4769.1254,0.037734782,14.0,13,1,0,False,True,False,False
3739,2,964.0784,0.0,6.59,13,1,0,False,True,False,False
3740,1,91.8804,0.026827052,17.6,22,0,0,True,False,False,False
3741,4,2277.036,0.072881535,11.5,23,2,0,False,True,False,False
3742,4,2570.6538,0.014822802,20.35,16,1,0,False,True,False,False
3743,3,1677.1502,0.046159928,18.7,21,2,1,False,True,False,False
3744,3,4334.358,0.107662745,5.46,13,1,0,False,True,False,False
3745,1,822.263,0.038014104,9.31,21,2,1,False,True,False,False
3746,3,1569.9564,0.106307146,12.3,16,1,0,False,True,False,False
3747,4,4233.1564,0.066672058,18.2,13,1,0,False,True,False,False
3748,4,1984.084,0.015341139,18.25,11,0,1,False,False,True,False
3749,3,938.778,0.171174491,18.25,18,1,0,False,True,False,False
3750,4,761.0094,0.325780807,7.825,35,2,0,True,False,False,False
3751,2,2490.092,0.112859454,10.195,13,1,0,False,True,False,False
3752,2,2010.716,0.005962753,5.34,16,1,0,False,True,False,False
3753,2,3998.7948,0.047358246,7.71,35,0,1,False,False,False,True
3754,3,2886.243,0.086105815,11.15,18,1,0,False,True,False,False
3755,2,3036.048,0.026882496,9.8,21,2,1,False,True,False,False
3756,3,5552.1062,0.040521714,12.1,11,0,1,False,False,True,False
3757,4,8958.339,0.020597493,12.5,35,0,1,False,False,False,True
3758,3,3523.4136,0.085538477,9.0,35,0,1,False,False,False,True
3759,2,3006.087,0.0,15.5,13,1,0,False,True,False,False
3760,3,1324.2762,0.0,15.5,11,0,1,False,False,True,False
3761,2,495.3552,0.10239789,5.15,22,0,0,True,False,False,False
3762,1,196.411,0.0,17.25,22,0,0,True,False,False,False
3763,4,1346.9134,0.0304697,18.35,33,0,2,False,True,False,False
3764,1,78.5644,0.021287234,6.32,22,0,0,True,False,False,False
3765,2,2642.5602,0.034467286,5.51,16,1,0,False,True,False,False
3766,4,5267.8096,0.1027194,13.35,18,1,0,False,True,False,False
3767,2,402.1432,0.266234421,18.6,35,2,0,True,False,False,False
3768,4,207.0638,0.129668578,17.1,35,2,0,True,False,False,False
3769,4,3567.3564,0.02923013,5.94,35,0,1,False,False,False,True
3770,3,2069.3064,0.176411579,19.1,35,0,1,False,False,False,True
3771,4,862.8768,0.050371508,14.0,22,0,0,True,False,False,False
3772,1,770.3306,0.036184755,18.85,11,0,1,False,False,True,False
3773,1,177.1028,0.070017381,7.97,35,2,0,True,False,False,False
3774,4,3271.0754,0.030556922,18.35,18,1,0,False,True,False,False
3775,4,5451.5704,0.011278535,10.5,33,0,2,False,True,False,False
3776,4,4349.0056,0.0,9.6,13,1,0,False,True,False,False
3777,3,3368.948,0.027812304,7.275,35,0,1,False,False,False,True
3778,4,2050.664,0.066051758,6.035,11,0,1,False,False,True,False
3779,3,3563.3616,0.053506996,6.65,11,0,1,False,False,True,False
3780,3,4604.6728,0.096046304,20.2,35,0,1,False,False,False,True
3781,3,1571.288,0.049922304,7.285,33,0,2,False,True,False,False
3782,3,2988.1104,0.036083537,11.1,21,2,1,False,True,False,False
3783,3,4074.696,0.005539114,11.35,21,2,1,False,True,False,False
3784,2,3109.9518,0.036939673,12.3,23,2,0,False,True,False,False
3785,2,2281.6966,0.037793818,11.6,13,1,0,False,True,False,False
3786,3,3663.2316,0.106928681,12.3,13,1,0,False,True,False,False
3787,4,3271.7412,0.138585859,18.85,18,1,0,False,True,False,False
3788,2,1621.8888,0.06407717,9.8,11,0,1,False,False,True,False
3789,1,1128.531,0.037708542,7.445,18,1,0,False,True,False,False
3790,3,2109.2544,0.036020711,11.1,16,1,0,False,True,False,False
3791,4,968.739,0.049295686,21.0,16,1,0,False,True,False,False
3792,4,3091.9752,0.06449461,20.2,18,1,0,False,True,False,False
3793,4,3133.2548,0.026117345,18.2,18,1,0,False,True,False,False
3794,2,2037.348,0.025904648,11.8,33,0,2,False,True,False,False
3795,4,563.2668,0.080235512,20.6,22,0,0,True,False,False,False
3796,1,1304.968,0.013830218,9.8,33,0,2,False,True,False,False
3797,3,483.3708,0.076855628,18.6,23,2,0,False,True,False,False
3798,4,2805.0154,0.041824524,13.0,23,2,0,False,True,False,False
3799,2,1060.6194,0.12152072,20.7,23,2,0,False,True,False,False
3800,2,1325.6078,0.073289899,9.8,13,1,0,False,True,False,False
3801,4,4502.1396,0.022054553,9.5,16,1,0,False,True,False,False
3802,3,2889.572,0.029054046,21.1,21,2,1,False,True,False,False
3803,3,3797.7232,0.006665667,9.6,35,0,1,False,False,False,True
3804,2,2476.776,0.009057132,8.975,16,1,0,False,True,False,False
3805,4,2182.4924,0.045955031,4.92,23,2,0,False,True,False,False
3806,3,1895.5326,0.007551607,17.5,21,2,1,False,True,False,False
3807,2,3050.6956,0.023835164,19.6,35,0,1,False,False,False,True
3808,4,3185.1872,0.047503318,9.695,21,2,1,False,True,False,False
3809,4,916.1408,0.160665697,15.2,35,2,0,True,False,False,False
3810,2,121.8414,0.048661041,7.725,22,0,0,True,False,False,False
3811,2,215.7192,0.208987123,20.5,35,2,0,True,False,False,False
3812,3,2972.1312,0.006692529,9.6,33,0,2,False,True,False,False
3813,3,875.527,0.136695145,9.1,22,0,0,True,False,False,False
3814,4,2649.884,0.140311123,17.0,13,1,0,False,True,False,False
3815,1,745.696,0.031330907,14.0,18,1,0,False,True,False,False
3816,1,1436.7964,0.061521569,12.1,13,1,0,False,True,False,False
3817,4,3558.0352,0.176991029,19.85,13,1,0,False,True,False,False
3818,3,2807.0128,0.0120098,17.2,16,1,0,False,True,False,False
3819,3,2776.386,0.072141818,8.71,16,1,0,False,True,False,False
3820,4,2703.148,0.136984147,6.89,11,0,1,False,False,True,False
3821,2,1686.4714,0.0,18.75,18,1,0,False,True,False,False
3822,1,1754.383,0.052964982,19.7,35,0,1,False,False,False,True
3823,3,1524.682,0.0,14.5,33,0,2,False,True,False,False
3824,1,316.255,0.155316936,7.785,35,2,0,True,False,False,False
3825,3,5031.4506,0.048738407,16.25,35,0,1,False,False,False,True
3826,3,2969.468,0.0,20.75,33,0,2,False,True,False,False
3827,3,1787.0072,0.010031539,17.6,33,0,2,False,True,False,False
3828,1,1086.5856,0.036383293,16.85,16,1,0,False,True,False,False
3829,3,3568.688,0.0,20.6,16,1,0,False,True,False,False
3830,1,255.6672,0.03736783,5.175,33,0,2,False,True,False,False
3831,4,1560.6352,0.087604647,17.85,21,2,1,False,True,False,False
3832,3,5053.422,0.028461453,8.93,21,2,1,False,True,False,False
3833,2,1957.452,0.034244601,14.3,35,0,1,False,False,False,True
3834,2,1158.492,0.031938828,7.655,16,1,0,False,True,False,False
3835,4,2692.4952,0.014024028,18.35,23,2,0,False,True,False,False
3836,2,1743.0644,0.014232071,19.75,35,0,1,False,False,False,True
3837,2,1435.4648,0.023730384,14.0,16,1,0,False,True,False,False
3838,1,671.1264,0.038578846,11.6,21,2,1,False,True,False,False
3839,1,703.0848,0.108036187,15.85,11,0,1,False,False,True,False
3840,3,1559.9694,0.013572808,10.5,13,1,0,False,True,False,False
3841,2,1773.6912,0.06082402,16.7,33,0,2,False,True,False,False
3842,4,4364.319,0.074345142,17.6,33,0,2,False,True,False,False
3843,2,249.0092,0.075501241,18.25,11,0,1,False,False,True,False
3844,1,383.5008,0.16216286,21.1,11,0,1,False,False,True,False
3845,3,2101.2648,0.081652352,9.1,16,1,0,False,True,False,False
3846,2,2348.9424,0.061434045,15.25,11,0,1,False,False,True,False
3847,2,1657.842,0.017073332,14.35,18,1,0,False,True,False,False
3848,4,6705.2718,0.118806857,17.0,35,0,1,False,False,False,True
3849,1,1525.3478,0.092694107,5.885,33,0,2,False,True,False,False
3850,3,1464.76,0.065183228,16.1,23,2,0,False,True,False,False
3851,4,3837.0054,0.005561538,19.2,35,0,1,False,False,False,True
