,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,isTrain,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
5932,7.725,Low Fat,0.047782959,Processed Foods,4,23,0,2,2490.092,1,False,True,False,False
5933,7.09,Low Fat,0.007180374,Processed Foods,1,35,1,0,631.8442,1,False,False,False,True
5934,14.65,NA,0.019592289,Non perishable,1,35,0,2,221.0456,1,True,False,False,False
5935,10.195,NA,0.078758649,Fruits and Vegetables,2,35,0,2,234.3616,1,True,False,False,False
5936,17.1,NA,0.0,Non perishable,3,11,1,0,1326.2736,1,False,False,True,False
5937,16.75,Low Fat,0.18358896,Processed Foods,3,35,0,2,312.926,1,True,False,False,False
5938,20.1,NA,0.034623782,Non perishable,2,33,2,0,1549.3166,1,False,True,False,False
5939,16.75,NA,0.032586709,Non perishable,4,23,0,2,4040.7402,1,False,True,False,False
5940,11.8,NA,0.008519718,Non perishable,2,35,1,0,2780.3808,1,False,False,False,True
5941,8.905,Low Fat,0.143010016,Processed Foods,1,33,2,0,1029.9926,1,False,True,False,False
5942,6.78,Regular,0.0,Processed Foods,1,33,2,0,1211.756,1,False,True,False,False
5943,16.85,Regular,0.079624087,Processed Foods,2,33,2,0,2125.2336,1,False,True,False,False
5944,14.65,NA,0.17138805,Fruits and Vegetables,1,23,0,2,1034.6532,1,False,True,False,False
5945,20.7,Low Fat,0.0,Drinks,1,23,0,2,1607.907,1,False,True,False,False
5946,7.63,Regular,0.235859408,Processed Foods,1,35,0,2,45.9402,1,True,False,False,False
5947,12.1,NA,0.148612263,Fruits and Vegetables,2,21,1,2,1384.864,1,False,True,False,False
5948,9.1,NA,0.134393836,Non perishable,1,22,0,0,47.2718,1,True,False,False,False
5949,15.2,NA,0.033599041,Non perishable,2,23,0,2,1091.912,1,False,True,False,False
5950,15.15,Regular,0.066311153,Processed Foods,3,18,0,1,3954.852,1,False,True,False,False
5951,7.02,Low Fat,0.049623924,Drinks,1,35,1,0,1498.05,1,False,False,False,True
5952,20.6,Low Fat,0.13893181,Processed Foods,2,22,0,0,121.1756,1,True,False,False,False
5953,15.3,NA,0.0,Non perishable,2,16,0,1,3383.5956,1,False,True,False,False
5954,9.5,NA,0.040636926,Drinks,4,35,1,0,4474.176,1,False,False,False,True
5955,19.25,NA,0.107940533,Non perishable,1,33,2,0,305.6022,1,False,True,False,False
5956,9.3,Regular,0.03362713,Meats,3,13,0,1,620.5256,1,False,True,False,False
5957,8.905,Low Fat,0.142436015,Processed Foods,1,35,1,0,1514.695,1,False,False,False,True
5958,17.25,Regular,0.125200788,Starchy Foods,1,16,0,1,679.116,1,False,True,False,False
5959,21.25,Low Fat,0.019407069,Processed Foods,2,33,2,0,3271.7412,1,False,True,False,False
5960,20.1,Regular,0.054445198,Processed Foods,3,16,0,1,4836.3712,1,False,True,False,False
5961,18.75,NA,0.01040777,Non perishable,4,11,1,0,2500.7448,1,False,False,True,False
5962,17.6,Regular,0.039443715,Processed Foods,2,13,0,1,1641.197,1,False,True,False,False
5963,17.75,Regular,0.038042233,Processed Foods,3,11,1,0,3398.2432,1,False,False,True,False
5964,19.25,Regular,0.034770109,Processed Foods,2,18,0,1,988.0472,1,False,True,False,False
5965,18.85,Low Fat,0.141862435,Processed Foods,3,21,1,2,4396.9432,1,False,True,False,False
5966,17.7,Low Fat,0.019438042,Processed Foods,2,22,0,0,96.541,1,True,False,False,False
5967,11.15,NA,0.073012871,Non perishable,1,35,1,0,2306.997,1,False,False,False,True
5968,17.5,Low Fat,0.026848529,Processed Foods,4,33,2,0,4996.829,1,False,True,False,False
5969,10.5,NA,0.019033838,Drinks,3,33,2,0,6897.688,1,False,True,False,False
5970,16.75,NA,0.032771033,Non perishable,4,13,0,1,2308.9944,1,False,True,False,False
5971,8.935,Low Fat,0.04026424,Processed Foods,1,18,0,1,808.947,1,False,True,False,False
5972,12.15,Regular,0.074729835,Meats,3,35,0,2,549.285,1,True,False,False,False
5973,15.35,Low Fat,0.074601506,Processed Foods,1,16,0,1,1348.245,1,False,True,False,False
5974,14.8,NA,0.078576075,Drinks,1,35,0,2,229.701,1,True,False,False,False
5975,15.85,Low Fat,0.081719458,Starchy Foods,3,33,2,0,2646.555,1,False,True,False,False
5976,6.215,NA,0.012173543,Fruits and Vegetables,1,18,0,1,447.4176,1,False,True,False,False
5977,15.2,Low Fat,0.091318935,Processed Foods,4,35,1,0,8474.3024,1,False,False,False,True
5978,9.5,NA,0.085075063,Drinks,4,16,0,1,3970.8312,1,False,True,False,False
5979,17.7,NA,0.174644552,Fruits and Vegetables,2,21,1,2,1727.751,1,False,True,False,False
5980,19.2,NA,0.041395775,Non perishable,2,11,1,0,1298.31,1,False,False,True,False
5981,8.05,Regular,0.164679597,Drinks,2,23,0,2,1252.3698,1,False,True,False,False
5982,14.7,NA,0.121012632,Fruits and Vegetables,1,22,0,0,194.4136,1,True,False,False,False
5983,11.5,Regular,0.037563325,Processed Foods,2,16,0,1,1627.881,1,False,True,False,False
5984,19.85,NA,0.026115595,Non perishable,1,13,0,1,143.8128,1,False,True,False,False
5985,20.0,NA,0.05848134,Non perishable,2,23,0,2,2572.6512,1,False,True,False,False
5986,8.96,NA,0.068880971,Fruits and Vegetables,4,33,2,0,2759.0752,1,False,True,False,False
5987,5.615,NA,0.125964559,Non perishable,2,21,1,2,2956.152,1,False,True,False,False
5988,17.0,Low Fat,0.055746931,Drinks,4,13,0,1,2217.114,1,False,True,False,False
5989,5.82,NA,0.080804019,Non perishable,3,18,0,1,4074.696,1,False,True,False,False
5990,15.1,NA,0.086983591,Fruits and Vegetables,4,35,1,0,1547.3192,1,False,False,False,True
5991,19.1,NA,0.064547828,Fruits and Vegetables,4,22,0,0,422.1172,1,True,False,False,False
5992,7.475,NA,0.075361182,Non perishable,3,35,1,0,3243.7776,1,False,False,False,True
5993,17.85,Low Fat,0.081651443,Meats,3,35,0,2,152.4682,1,True,False,False,False
5994,9.695,NA,0.190711254,Non perishable,3,22,0,0,633.8416,1,True,False,False,False
5995,20.6,NA,0.023585598,Fruits and Vegetables,2,13,0,1,1314.2892,1,False,True,False,False
5996,9.195,Low Fat,0.115064263,Processed Foods,1,21,1,2,868.869,1,False,True,False,False
5997,10.695,NA,0.057909547,Fruits and Vegetables,1,18,0,1,183.7608,1,False,True,False,False
5998,15.75,Low Fat,0.054920146,Processed Foods,4,16,0,1,4893.63,1,False,True,False,False
5999,19.6,NA,0.041291169,Non perishable,1,23,0,2,1416.8224,1,False,True,False,False
6000,8.06,Low Fat,0.021273161,Starchy Foods,4,35,1,0,7393.0432,1,False,False,False,True
6001,17.35,Regular,0.02758789,Processed Foods,1,33,2,0,703.0848,1,False,True,False,False
6002,9.3,Low Fat,0.11178154,Processed Foods,3,22,0,0,182.4292,1,True,False,False,False
6003,6.71,Regular,0.02960641,Processed Foods,1,21,1,2,1516.0266,1,False,True,False,False
6004,17.1,NA,0.129140919,Fruits and Vegetables,2,13,0,1,1667.829,1,False,True,False,False
6005,5.175,Regular,0.029555773,Processed Foods,2,18,0,1,1693.7952,1,False,True,False,False
6006,12.65,NA,0.063146492,Drinks,3,11,1,0,962.7468,1,False,False,True,False
6007,16.5,Regular,0.066352552,Starchy Foods,3,21,1,2,4195.8716,1,False,True,False,False
6008,4.635,Low Fat,0.246678647,Starchy Foods,2,35,0,2,385.4982,1,True,False,False,False
6009,7.725,Low Fat,0.047977607,Processed Foods,4,11,1,0,2241.0828,1,False,False,True,False
6010,7.0,Low Fat,0.151712642,Processed Foods,2,18,0,1,1278.336,1,False,True,False,False
6011,12.1,Low Fat,0.030174246,Processed Foods,1,21,1,2,1531.34,1,False,True,False,False
6012,7.6,Regular,0.238366442,Starchy Foods,3,22,0,0,852.224,1,True,False,False,False
6013,12.85,NA,0.055603753,Fruits and Vegetables,4,22,0,0,394.1536,1,True,False,False,False
6014,17.75,NA,0.029648306,Fruits and Vegetables,3,16,0,1,1264.3542,1,False,True,False,False
6015,12.3,NA,0.105812357,Fruits and Vegetables,3,35,1,0,4012.1108,1,False,False,False,True
6016,20.25,NA,0.02593166,Non perishable,3,33,2,0,3078.6592,1,False,True,False,False
6017,17.85,Low Fat,0.019671473,Processed Foods,4,35,0,2,213.056,1,True,False,False,False
6018,6.76,NA,0.028982682,Fruits and Vegetables,1,23,0,2,1438.128,1,False,True,False,False
6019,6.63,Regular,0.019153299,Processed Foods,1,35,0,2,400.8116,1,True,False,False,False
6020,14.15,NA,0.184254826,Drinks,1,11,1,0,1218.414,1,False,False,True,False
6021,20.75,NA,0.025169703,Non perishable,3,21,1,2,1187.7872,1,False,True,False,False
6022,7.84,Regular,0.153494979,Processed Foods,1,23,0,2,798.96,1,False,True,False,False
6023,19.6,NA,0.034093203,Drinks,1,13,0,1,1492.0578,1,False,True,False,False
6024,10.5,NA,0.045655118,Non perishable,3,22,0,0,171.1106,1,True,False,False,False
6025,5.655,NA,0.142732848,Fruits and Vegetables,3,22,0,0,166.45,1,True,False,False,False
6026,12.5,NA,0.110163385,Fruits and Vegetables,1,21,1,2,1320.9472,1,False,True,False,False
6027,10.195,Low Fat,0.041934387,Processed Foods,1,16,0,1,615.1992,1,False,True,False,False
6028,21.1,NA,0.028868467,Non perishable,3,35,1,0,5056.751,1,False,False,False,True
6029,6.135,Regular,0.079312367,Processed Foods,3,16,0,1,3325.0052,1,False,True,False,False
6030,9.1,Low Fat,0.174085625,Processed Foods,2,16,0,1,2390.8878,1,False,True,False,False
6031,14.6,NA,0.059732844,Non perishable,4,11,1,0,5287.7836,1,False,False,True,False
6032,20.7,NA,0.039245805,Non perishable,3,23,0,2,1511.366,1,False,True,False,False
6033,19.0,Regular,0.097510482,Processed Foods,1,18,0,1,709.077,1,False,True,False,False
6034,9.195,Low Fat,0.114885647,Processed Foods,1,23,0,2,1100.5674,1,False,True,False,False
6035,19.6,NA,0.072295507,Non perishable,1,35,0,2,88.5514,1,True,False,False,False
6036,6.425,Low Fat,0.010436256,Processed Foods,2,16,0,1,3749.7856,1,False,True,False,False
6037,12.15,Low Fat,0.104257037,Starchy Foods,1,22,0,0,179.766,1,True,False,False,False
6038,17.0,NA,0.126440335,Non perishable,2,21,1,2,1384.1982,1,False,True,False,False
6039,7.06,Regular,0.0,Starchy Foods,1,35,1,0,1757.712,1,False,False,False,True
6040,9.0,Regular,0.120965853,Starchy Foods,1,35,0,2,110.5228,1,True,False,False,False
6041,11.395,NA,0.0,Non perishable,3,35,1,0,2106.5912,1,False,False,False,True
6042,9.0,Regular,0.069031467,Starchy Foods,1,33,2,0,442.0912,1,False,True,False,False
6043,6.215,Regular,0.049823839,Processed Foods,4,11,1,0,677.1186,1,False,False,True,False
6044,7.475,NA,0.126752975,Non perishable,3,22,0,0,308.9312,1,True,False,False,False
6045,11.0,Low Fat,0.1062679,Starchy Foods,2,11,1,0,3237.1196,1,False,False,True,False
6046,19.7,NA,0.053305463,Fruits and Vegetables,1,21,1,2,848.895,1,False,True,False,False
6047,18.75,Low Fat,0.023820082,Drinks,2,33,2,0,1488.063,1,False,True,False,False
6048,11.6,NA,0.037549969,Non perishable,2,33,2,0,2281.6966,1,False,True,False,False
6049,13.0,NA,0.03525175,Non perishable,1,11,1,0,923.4646,1,False,False,True,False
6050,7.285,NA,0.031200065,Non perishable,3,21,1,2,6303.7944,1,False,True,False,False
6051,5.46,NA,0.106538757,Fruits and Vegetables,3,35,1,0,5779.144,1,False,False,False,True
6052,18.6,NA,0.012673238,Non perishable,2,21,1,2,4020.7662,1,False,True,False,False
6053,6.615,Low Fat,0.093307668,Drinks,4,33,2,0,2570.6538,1,False,True,False,False
6054,10.1,NA,0.056191301,Non perishable,2,18,0,1,579.246,1,False,True,False,False
6055,17.7,Low Fat,0.116542484,Processed Foods,3,23,0,2,3504.1054,1,False,True,False,False
6056,10.5,NA,0.011285795,Non perishable,4,16,0,1,4266.4464,1,False,True,False,False
6057,8.27,NA,0.127308434,Drinks,4,35,1,0,7033.5112,1,False,False,False,True
6058,12.3,NA,0.069742672,Drinks,2,11,1,0,1715.1008,1,False,False,True,False
6059,14.85,Low Fat,0.093010026,Processed Foods,3,35,1,0,3704.5112,1,False,False,False,True
6060,18.85,Low Fat,0.03961061,Processed Foods,1,33,2,0,759.012,1,False,True,False,False
6061,7.485,Low Fat,0.069514712,Processed Foods,2,13,0,1,1326.2736,1,False,True,False,False
6062,14.3,Regular,0.083147702,Meats,4,22,0,0,422.1172,1,True,False,False,False
6063,10.6,Low Fat,0.011106465,Starchy Foods,1,21,1,2,419.454,1,False,True,False,False
6064,6.055,NA,0.02528566,Fruits and Vegetables,3,35,1,0,4474.176,1,False,False,False,True
6065,13.65,Regular,0.072851756,Processed Foods,4,33,2,0,3954.852,1,False,True,False,False
6066,10.3,Regular,0.011072421,Processed Foods,1,35,1,0,2077.296,1,False,False,False,True
6067,13.65,Regular,0.031494041,Processed Foods,2,21,1,2,2197.14,1,False,True,False,False
6068,6.445,Low Fat,0.029667053,Processed Foods,2,33,2,0,1134.5232,1,False,True,False,False
6069,8.895,NA,0.0,Non perishable,2,16,0,1,1565.9616,1,False,True,False,False
6070,16.7,Low Fat,0.022099982,Drinks,2,21,1,2,1334.2632,1,False,True,False,False
6071,6.115,Regular,0.011372972,Processed Foods,1,23,0,2,1267.6832,1,False,True,False,False
6072,11.3,Regular,0.091310237,Meats,2,22,0,0,190.4188,1,True,False,False,False
6073,9.3,Regular,0.033437991,Meats,3,23,0,2,2326.971,1,False,True,False,False
6074,7.725,NA,0.029117482,Non perishable,2,21,1,2,1583.9382,1,False,True,False,False
6075,18.0,Low Fat,0.039071642,Processed Foods,3,21,1,2,882.8508,1,False,True,False,False
6076,17.0,Low Fat,0.119362409,Processed Foods,4,16,0,1,5960.2416,1,False,True,False,False
6077,7.895,Regular,0.094109236,Starchy Foods,2,35,1,0,3691.1952,1,False,False,False,True
6078,12.8,NA,0.02299122,Fruits and Vegetables,2,18,0,1,1737.738,1,False,True,False,False
6079,15.85,Regular,0.110010191,Processed Foods,1,16,0,1,341.5554,1,False,True,False,False
6080,6.59,NA,0.176748258,Fruits and Vegetables,1,22,0,0,83.8908,1,True,False,False,False
6081,6.11,NA,0.0,Drinks,1,21,1,2,713.7376,1,False,True,False,False
6082,8.6,NA,0.032463574,Non perishable,2,35,1,0,4963.539,1,False,False,False,True
6083,9.5,NA,0.035222503,Fruits and Vegetables,3,18,0,1,1874.8928,1,False,True,False,False
6084,17.6,Low Fat,0.010055503,Processed Foods,3,21,1,2,1787.0072,1,False,True,False,False
6085,20.0,Low Fat,0.034363029,Processed Foods,1,16,0,1,401.4774,1,False,True,False,False
6086,13.15,NA,0.0,Fruits and Vegetables,3,13,0,1,2404.8696,1,False,True,False,False
6087,19.0,Low Fat,0.128349909,Processed Foods,2,18,0,1,1482.0708,1,False,True,False,False
6088,8.1,NA,0.128760294,Fruits and Vegetables,4,13,0,1,5946.9256,1,False,True,False,False
6089,9.3,NA,0.043964058,Drinks,4,11,1,0,4586.0304,1,False,False,True,False
6090,17.1,Low Fat,0.032470108,Processed Foods,3,35,1,0,3728.48,1,False,False,False,True
6091,13.5,NA,0.094603404,Drinks,4,11,1,0,3214.4824,1,False,False,True,False
6092,7.725,Low Fat,0.047743195,Processed Foods,4,33,2,0,6474.2392,1,False,True,False,False
6093,12.8,NA,0.0,Fruits and Vegetables,2,35,1,0,3823.0236,1,False,False,False,True
6094,5.485,NA,0.071557769,Non perishable,3,22,0,0,165.7842,1,True,False,False,False
6095,13.15,NA,0.155105614,Non perishable,3,22,0,0,316.9208,1,True,False,False,False
6096,7.26,Low Fat,0.014505108,Meats,2,13,0,1,1747.725,1,False,True,False,False
6097,10.5,Regular,0.093909644,Processed Foods,4,21,1,2,4022.7636,1,False,True,False,False
6098,19.5,NA,0.077157727,Drinks,4,16,0,1,2804.3496,1,False,True,False,False
6099,18.25,Low Fat,0.094957079,Processed Foods,3,35,0,2,567.2616,1,True,False,False,False
6100,17.25,Low Fat,0.072486326,Processed Foods,1,35,1,0,2259.0594,1,False,False,False,True
6101,21.25,Low Fat,0.155694794,Processed Foods,3,18,0,1,2999.429,1,False,True,False,False
6102,8.155,Low Fat,0.20914265,Meats,4,35,0,2,379.506,1,True,False,False,False
6103,14.15,NA,0.095298849,Drinks,3,33,2,0,3935.5438,1,False,True,False,False
6104,19.7,NA,0.038736781,Drinks,2,23,0,2,1510.0344,1,False,True,False,False
6105,20.75,NA,0.044000492,Non perishable,3,35,0,2,296.9468,1,True,False,False,False
6106,13.8,Regular,0.014720848,Processed Foods,1,33,2,0,1516.6924,1,False,True,False,False
6107,18.35,NA,0.099090261,Fruits and Vegetables,2,16,0,1,555.2772,1,False,True,False,False
6108,11.3,NA,0.047814463,Non perishable,3,18,0,1,5033.448,1,False,True,False,False
6109,8.35,Regular,0.127066966,Processed Foods,1,21,1,2,1655.1788,1,False,True,False,False
6110,12.65,Regular,0.076474728,Processed Foods,4,13,0,1,1146.5076,1,False,True,False,False
6111,16.7,Regular,0.042860026,Drinks,2,13,0,1,1668.4948,1,False,True,False,False
6112,5.365,Regular,0.141033536,Meats,3,13,0,1,858.882,1,False,True,False,False
6113,6.52,Low Fat,0.044607161,Processed Foods,3,23,0,2,2818.3314,1,False,True,False,False
6114,14.0,Low Fat,0.041283361,Starchy Foods,3,16,0,1,5452.902,1,False,True,False,False
6115,6.575,Regular,0.075444922,Starchy Foods,3,33,2,0,2612.5992,1,False,True,False,False
6116,15.35,NA,0.035143024,Non perishable,2,16,0,1,2093.941,1,False,True,False,False
6117,6.985,Regular,0.13725257,Meats,3,33,2,0,2940.1728,1,False,True,False,False
6118,10.8,NA,0.041831008,Non perishable,4,33,2,0,2261.0568,1,False,True,False,False
6119,14.85,NA,0.060967038,Non perishable,4,16,0,1,4566.0564,1,False,True,False,False
6120,6.135,Regular,0.078943221,Processed Foods,3,35,1,0,1813.6392,1,False,False,False,True
6121,14.85,Regular,0.053837561,Processed Foods,2,23,0,2,4287.752,1,False,True,False,False
6122,9.395,NA,0.039928582,Non perishable,1,33,2,0,1258.362,1,False,True,False,False
6123,13.5,NA,0.021617996,Fruits and Vegetables,3,13,0,1,1810.976,1,False,True,False,False
6124,18.0,NA,0.143495952,Fruits and Vegetables,1,13,0,1,1062.6168,1,False,True,False,False
6125,12.35,Regular,0.157701958,Meats,3,35,1,0,5522.811,1,False,False,False,True
6126,20.0,NA,0.058719568,Non perishable,2,11,1,0,894.8352,1,False,False,True,False
6127,20.35,Low Fat,0.142618182,Processed Foods,2,13,0,1,1225.072,1,False,True,False,False
6128,8.785,NA,0.020573334,Drinks,3,16,0,1,2162.5184,1,False,True,False,False
6129,5.175,NA,0.030208465,Non perishable,1,35,1,0,1693.7952,1,False,False,False,True
6130,7.1,NA,0.110234793,Fruits and Vegetables,3,18,0,1,3115.944,1,False,True,False,False
6131,14.85,Low Fat,0.093991286,Processed Foods,2,13,0,1,3277.0676,1,False,True,False,False
6132,11.3,Regular,0.067001825,Processed Foods,4,11,1,0,5438.9202,1,False,False,True,False
6133,20.25,Regular,0.076314907,Drinks,4,18,0,1,2731.1116,1,False,True,False,False
6134,20.25,Regular,0.022403117,Drinks,4,35,1,0,8217.3036,1,False,False,False,True
6135,8.63,Low Fat,0.030944666,Processed Foods,4,35,1,0,3715.164,1,False,False,False,True
6136,5.48,Low Fat,0.02528802,Processed Foods,1,22,0,0,416.125,1,True,False,False,False
6137,11.0,NA,0.057058545,Fruits and Vegetables,4,23,0,2,3635.268,1,False,True,False,False
6138,14.1,Low Fat,0.0,Drinks,4,21,1,2,1842.9344,1,False,True,False,False
6139,13.85,NA,0.05486977,Non perishable,1,35,0,2,39.948,1,True,False,False,False
6140,6.61,Regular,0.029006239,Processed Foods,4,16,0,1,2619.2572,1,False,True,False,False
6141,5.94,Low Fat,0.034880143,Processed Foods,3,16,0,1,4460.86,1,False,True,False,False
6142,7.975,Low Fat,0.014713909,Processed Foods,1,13,0,1,2579.975,1,False,True,False,False
6143,12.65,NA,0.047237246,Non perishable,2,23,0,2,787.6414,1,False,True,False,False
6144,11.15,NA,0.032306341,Non perishable,3,21,1,2,986.7156,1,False,True,False,False
6145,6.825,NA,0.100171568,Non perishable,4,22,0,0,264.3226,1,True,False,False,False
6146,8.18,NA,0.013130031,Non perishable,3,23,0,2,709.077,1,False,True,False,False
6147,17.6,Low Fat,0.010096684,Processed Foods,3,13,0,1,2599.2832,1,False,True,False,False
6148,15.75,Low Fat,0.055015935,Processed Foods,4,21,1,2,2740.4328,1,False,True,False,False
6149,12.15,Low Fat,0.015460726,Processed Foods,4,23,0,2,5890.9984,1,False,True,False,False
6150,9.3,Regular,0.02346559,Processed Foods,4,22,0,0,595.2252,1,True,False,False,False
6151,13.5,Regular,0.017932223,Processed Foods,1,11,1,0,239.688,1,False,False,True,False
6152,9.695,Regular,0.047420609,Processed Foods,4,16,0,1,4165.2448,1,False,True,False,False
6153,17.35,Regular,0.062547321,Processed Foods,1,35,1,0,2067.309,1,False,False,False,True
6154,20.5,NA,0.112410046,Fruits and Vegetables,4,23,0,2,3874.956,1,False,True,False,False
6155,14.85,Regular,0.019511288,Drinks,4,23,0,2,4996.829,1,False,True,False,False
6156,13.0,NA,0.041789718,Non perishable,4,33,2,0,2550.014,1,False,True,False,False
6157,7.075,Low Fat,0.022548195,Processed Foods,2,33,2,0,583.2408,1,False,True,False,False
6158,17.85,NA,0.046599684,Fruits and Vegetables,2,16,0,1,1981.4208,1,False,True,False,False
6159,10.6,Low Fat,0.095064731,Drinks,4,22,0,0,697.0926,1,True,False,False,False
6160,9.695,Regular,0.029283081,Processed Foods,3,11,1,0,3705.177,1,False,False,True,False
6161,12.65,NA,0.042383069,Non perishable,2,11,1,0,1607.907,1,False,False,True,False
6162,5.945,NA,0.155706798,Non perishable,2,22,0,0,645.826,1,True,False,False,False
6163,17.5,Low Fat,0.016767995,Meats,2,18,0,1,1957.452,1,False,True,False,False
6164,7.39,NA,0.120961347,Non perishable,3,13,0,1,4866.998,1,False,True,False,False
6165,9.8,NA,0.178622919,Fruits and Vegetables,3,22,0,0,176.437,1,True,False,False,False
6166,11.8,Regular,0.02633607,Processed Foods,1,33,2,0,406.138,1,False,True,False,False
6167,8.895,NA,0.126287542,Drinks,4,22,0,0,468.7232,1,True,False,False,False
6168,11.8,NA,0.11350542,Drinks,4,21,1,2,2961.4784,1,False,True,False,False
6169,6.155,Regular,0.094201477,Meats,4,35,1,0,6817.792,1,False,False,False,True
6170,17.25,Regular,0.125224466,Starchy Foods,1,23,0,2,679.116,1,False,True,False,False
6171,11.35,NA,0.005561798,Fruits and Vegetables,3,13,0,1,3225.801,1,False,True,False,False
6172,19.25,Low Fat,0.101980245,Drinks,1,18,0,1,873.5296,1,False,True,False,False
6173,19.7,Regular,0.081193712,Processed Foods,4,13,0,1,2553.343,1,False,True,False,False
6174,14.0,NA,0.024369007,Non perishable,1,21,1,2,922.7988,1,False,True,False,False
6175,8.355,Low Fat,0.188619537,Processed Foods,3,13,0,1,3089.9778,1,False,True,False,False
6176,15.1,NA,0.094037291,Fruits and Vegetables,1,21,1,2,495.3552,1,False,True,False,False
6177,12.1,Low Fat,0.030188505,Processed Foods,1,18,0,1,612.536,1,False,True,False,False
6178,8.185,NA,0.046578409,Fruits and Vegetables,1,18,0,1,1182.4608,1,False,True,False,False
6179,8.27,NA,0.223985293,Drinks,4,35,0,2,555.2772,1,True,False,False,False
6180,15.5,Regular,0.085763562,Processed Foods,1,33,2,0,295.6152,1,False,True,False,False
6181,14.0,Regular,0.105145451,Processed Foods,3,23,0,2,4844.3608,1,False,True,False,False
6182,18.0,NA,0.019382568,Non perishable,2,16,0,1,3340.9844,1,False,True,False,False
6183,9.6,NA,0.0,Drinks,3,21,1,2,3509.4318,1,False,True,False,False
6184,6.425,NA,0.093002339,Fruits and Vegetables,3,35,1,0,4921.5936,1,False,False,False,True
6185,9.6,Low Fat,0.035549527,Processed Foods,4,33,2,0,5346.374,1,False,True,False,False
6186,7.905,Low Fat,0.054720642,Processed Foods,2,35,1,0,2387.5588,1,False,False,False,True
6187,16.7,Regular,0.052708138,Processed Foods,2,13,0,1,2404.8696,1,False,True,False,False
6188,9.3,Low Fat,0.089144149,Processed Foods,3,21,1,2,1011.3502,1,False,True,False,False
6189,8.1,NA,0.128011859,Fruits and Vegetables,4,16,0,1,6371.706,1,False,True,False,False
6190,19.1,NA,0.178272728,Non perishable,3,13,0,1,1551.9798,1,False,True,False,False
6191,8.88,NA,0.099024124,Non perishable,4,11,1,0,3145.905,1,False,False,True,False
6192,6.825,Regular,0.046898544,Processed Foods,3,13,0,1,922.7988,1,False,True,False,False
6193,11.5,Regular,0.041994624,Processed Foods,4,16,0,1,3475.476,1,False,True,False,False
6194,7.075,Low Fat,0.022694623,Processed Foods,2,13,0,1,2527.3768,1,False,True,False,False
6195,20.7,NA,0.039467795,Non perishable,3,13,0,1,604.5464,1,False,True,False,False
6196,7.895,Regular,0.061270647,Starchy Foods,1,21,1,2,343.5528,1,False,True,False,False
6197,6.86,NA,0.036686158,Non perishable,4,11,1,0,2526.711,1,False,False,True,False
6198,9.6,Regular,0.014200671,Processed Foods,4,33,2,0,3214.4824,1,False,True,False,False
6199,12.1,NA,0.079806266,Non perishable,3,23,0,2,3422.212,1,False,True,False,False
6200,11.1,NA,0.059797172,Fruits and Vegetables,3,33,2,0,1057.9562,1,False,True,False,False
6201,9.5,NA,0.0,Drinks,4,18,0,1,3025.3952,1,False,True,False,False
6202,21.0,Low Fat,0.049381666,Processed Foods,4,21,1,2,1549.9824,1,False,True,False,False
6203,5.46,NA,0.107057186,Fruits and Vegetables,3,23,0,2,2022.7004,1,False,True,False,False
6204,16.35,NA,0.109274313,Fruits and Vegetables,4,35,0,2,677.1186,1,True,False,False,False
6205,17.6,NA,0.018889593,Non perishable,4,33,2,0,4727.18,1,False,True,False,False
6206,20.35,NA,0.021369722,Non perishable,1,18,0,1,154.4656,1,False,True,False,False
6207,7.39,NA,0.092927148,Non perishable,4,21,1,2,4267.1122,1,False,True,False,False
6208,12.3,Regular,0.113139486,Starchy Foods,1,35,0,2,183.7608,1,True,False,False,False
6209,9.195,Regular,0.117387066,Processed Foods,3,33,2,0,4492.8184,1,False,True,False,False
6210,17.1,NA,0.038730229,Non perishable,3,16,0,1,4807.7418,1,False,True,False,False
6211,13.0,Regular,0.030211742,Processed Foods,1,11,1,0,539.298,1,False,False,True,False
6212,15.5,Low Fat,0.032924463,Processed Foods,2,21,1,2,2143.876,1,False,True,False,False
6213,8.695,NA,0.120022543,Non perishable,2,11,1,0,1428.141,1,False,False,True,False
6214,11.5,Regular,0.037388493,Processed Foods,2,35,1,0,1410.8302,1,False,False,False,True
6215,7.5,NA,0.096413261,Non perishable,1,23,0,2,1030.6584,1,False,True,False,False
6216,7.485,Low Fat,0.069405301,Processed Foods,2,11,1,0,1105.228,1,False,False,True,False
6217,9.8,NA,0.090649107,Non perishable,4,18,0,1,4649.9472,1,False,True,False,False
6218,11.395,NA,0.021649904,Non perishable,3,18,0,1,4363.6532,1,False,True,False,False
6219,20.7,NA,0.02689477,Non perishable,1,16,0,1,2482.7682,1,False,True,False,False
6220,16.2,Regular,0.016679232,Processed Foods,2,21,1,2,2740.4328,1,False,True,False,False
6221,19.2,Regular,0.00978492,Starchy Foods,4,35,0,2,451.4124,1,True,False,False,False
6222,13.15,NA,0.056429024,Drinks,3,23,0,2,1282.3308,1,False,True,False,False
6223,21.25,Low Fat,0.009998763,Meats,3,23,0,2,551.2824,1,False,True,False,False
